region,date,cases,7_day_rolling_cases,7_day_average_hospitalised,7_day_average_ICU,7_day_average_cases
SA,2022-12-23,1250.0,1443.0,212.0,12.0,1443.0
NSW,2022-12-23,5674.0,5528.0,1642.0,38.0,5528.0
NT,2022-12-23,66.0,85.0,34.0,0.0,85.0
ACT,2022-12-23,378.0,448.0,78.0,3.0,448.0
VIC,2022-12-24,2235.0,3254.0,679.0,31.0,3254.0
AUS,2022-12-24,10061.0,14410.0,,,
WA,2022-12-24,1099.0,1500.0,249.0,11.0,1500.0
ACT,2022-12-24,395.0,451.0,73.0,3.0,451.0
TAS,2022-12-24,407.0,597.0,114.0,2.0,597.0
NSW,2022-12-24,3462.0,5352.0,1642.0,38.0,5023.0
SA,2022-12-24,1267.0,1444.0,210.0,11.0,1444.0
NT,2022-12-24,45.0,82.0,34.0,0.0,82.0
QLD,2022-12-24,1151.0,1731.0,497.0,14.0,1731.0
NSW,2022-12-25,3462.0,5177.0,1642.0,38.0,4517.0
VIC,2022-12-25,1598.0,3057.0,693.0,32.0,3057.0
SA,2022-12-25,754.0,1341.0,207.0,10.0,1341.0
NT,2022-12-25,35.0,76.0,36.0,0.0,76.0
AUS,2022-12-25,8193.0,13742.0,,,
TAS,2022-12-25,334.0,581.0,114.0,3.0,581.0
QLD,2022-12-25,909.0,1645.0,473.0,15.0,1645.0
ACT,2022-12-25,274.0,442.0,71.0,3.0,442.0
WA,2022-12-25,827.0,1423.0,248.0,10.0,1423.0
ACT,2022-12-26,201.0,411.0,70.0,3.0,411.0
QLD,2022-12-26,1125.0,1507.0,454.0,16.0,1507.0
NT,2022-12-26,35.0,67.0,37.0,1.0,67.0
VIC,2022-12-26,1883.0,2782.0,701.0,32.0,2782.0
AUS,2022-12-26,8754.0,12843.0,,,
SA,2022-12-26,763.0,1226.0,206.0,10.0,1226.0
NSW,2022-12-26,3462.0,5001.0,1624.0,36.0,4012.0
WA,2022-12-26,902.0,1308.0,247.0,8.0,1308.0
TAS,2022-12-26,383.0,542.0,115.0,3.0,542.0
NT,2022-12-27,49.0,58.0,39.0,1.0,58.0
VIC,2022-12-27,2117.0,2488.0,706.0,33.0,2488.0
ACT,2022-12-27,247.0,368.0,68.0,3.0,368.0
AUS,2022-12-27,9378.0,11669.0,,,
SA,2022-12-27,843.0,1128.0,211.0,10.0,1128.0
QLD,2022-12-27,1439.0,1412.0,444.0,16.0,1412.0
NSW,2022-12-27,3462.0,4542.0,1613.0,36.0,3553.0
WA,2022-12-27,741.0,1171.0,245.0,7.0,1171.0
TAS,2022-12-27,480.0,501.0,119.0,4.0,501.0
NSW,2022-12-28,3462.0,4112.0,1649.0,41.0,3122.0
WA,2022-12-28,1449.0,1153.0,246.0,7.0,1153.0
NT,2022-12-28,68.0,55.0,40.0,1.0,55.0
ACT,2022-12-28,290.0,327.0,67.0,3.0,327.0
TAS,2022-12-28,553.0,475.0,120.0,4.0,475.0
AUS,2022-12-28,11538.0,10948.0,,,
VIC,2022-12-28,2706.0,2366.0,729.0,35.0,2366.0
SA,2022-12-28,1358.0,1090.0,216.0,11.0,1090.0
QLD,2022-12-28,1652.0,1371.0,440.0,12.0,1371.0
WA,2022-12-29,1328.0,1135.0,245.0,7.0,1135.0
SA,2022-12-29,1130.0,1052.0,217.0,12.0,1052.0
AUS,2022-12-29,12166.0,10574.0,,,
VIC,2022-12-29,2537.0,2270.0,748.0,37.0,2270.0
NSW,2022-12-29,4672.0,3951.0,1680.0,45.0,2962.0
TAS,2022-12-29,488.0,460.0,118.0,4.0,460.0
QLD,2022-12-29,1642.0,1356.0,433.0,,1356.0
ACT,2022-12-29,300.0,298.0,67.0,3.0,298.0
NT,2022-12-29,69.0,52.0,39.0,1.0,52.0
QLD,2022-12-30,1377.0,1328.0,438.0,,1328.0
WA,2022-12-30,1107.0,1065.0,243.0,7.0,1065.0
NSW,2022-12-30,2733.0,3531.0,1734.0,47.0,2542.0
AUS,2022-12-30,8899.0,9856.0,,,
NT,2022-12-30,69.0,53.0,39.0,1.0,53.0
TAS,2022-12-30,382.0,432.0,112.0,4.0,432.0
VIC,2022-12-30,1989.0,2152.0,711.0,35.0,2152.0
SA,2022-12-30,963.0,1011.0,219.0,12.0,1011.0
ACT,2022-12-30,279.0,284.0,68.0,2.0,284.0
VIC,2022-12-31,1418.0,2035.0,694.0,33.0,2035.0
NT,2022-12-31,32.0,51.0,37.0,1.0,51.0
WA,2022-12-31,870.0,1032.0,240.0,7.0,1032.0
NSW,2022-12-31,2733.0,3427.0,1734.0,47.0,2507.0
AUS,2022-12-31,7311.0,9463.0,,,
SA,2022-12-31,747.0,937.0,220.0,13.0,937.0
TAS,2022-12-31,258.0,411.0,110.0,3.0,411.0
QLD,2022-12-31,1042.0,1312.0,445.0,,1312.0
ACT,2022-12-31,211.0,257.0,70.0,3.0,257.0
SA,2023-01-01,572.0,911.0,219.0,12.0,911.0
QLD,2023-01-01,950.0,1318.0,447.0,,1318.0
TAS,2023-01-01,220.0,395.0,106.0,3.0,395.0
ACT,2023-01-01,157.0,241.0,72.0,3.0,241.0
VIC,2023-01-01,1221.0,1982.0,689.0,32.0,1982.0
NSW,2023-01-01,2733.0,3322.0,1734.0,47.0,2472.0
NT,2023-01-01,38.0,51.0,35.0,1.0,51.0
AUS,2023-01-01,6542.0,9227.0,,,
WA,2023-01-01,651.0,1007.0,240.0,8.0,1007.0
TAS,2023-01-02,218.0,371.0,99.0,2.0,371.0
NT,2023-01-02,60.0,55.0,31.0,1.0,55.0
NSW,2023-01-02,2733.0,3218.0,1734.0,47.0,2437.0
QLD,2023-01-02,1235.0,1334.0,463.0,15.0,1334.0
ACT,2023-01-02,155.0,234.0,72.0,3.0,234.0
WA,2023-01-02,800.0,992.0,240.0,8.0,992.0
AUS,2023-01-02,7233.0,9010.0,,,
SA,2023-01-02,618.0,890.0,218.0,12.0,890.0
VIC,2023-01-02,1414.0,1915.0,680.0,32.0,1915.0
ACT,2023-01-03,262.0,236.0,72.0,4.0,236.0
VIC,2023-01-03,2172.0,1922.0,673.0,32.0,1922.0
AUS,2023-01-03,8963.0,8950.0,,,
NT,2023-01-03,78.0,59.0,28.0,1.0,59.0
QLD,2023-01-03,1682.0,1369.0,475.0,15.0,1369.0
WA,2023-01-03,1096.0,1043.0,239.0,8.0,1043.0
NSW,2023-01-03,2733.0,3114.0,1725.0,47.0,2333.0
SA,2023-01-03,615.0,858.0,211.0,12.0,858.0
TAS,2023-01-03,325.0,349.0,91.0,2.0,349.0
VIC,2023-01-04,1612.0,1766.0,657.0,32.0,1766.0
NT,2023-01-04,83.0,61.0,25.0,1.0,61.0
SA,2023-01-04,768.0,773.0,204.0,11.0,773.0
WA,2023-01-04,1172.0,1003.0,239.0,7.0,1003.0
AUS,2023-01-04,8926.0,8577.0,,,
QLD,2023-01-04,1626.0,1365.0,484.0,13.0,1365.0
ACT,2023-01-04,221.0,226.0,76.0,4.0,226.0
TAS,2023-01-04,265.0,308.0,84.0,2.0,308.0
NSW,2023-01-04,3179.0,3074.0,1698.0,49.0,2293.0
VIC,2023-01-05,1631.0,1637.0,629.0,30.0,1637.0
NSW,2023-01-05,2938.0,2826.0,1682.0,50.0,2045.0
SA,2023-01-05,636.0,703.0,196.0,10.0,703.0
AUS,2023-01-05,7942.0,7974.0,,,
TAS,2023-01-05,228.0,271.0,79.0,2.0,271.0
QLD,2023-01-05,1332.0,1321.0,489.0,12.0,1321.0
NT,2023-01-05,47.0,58.0,23.0,1.0,58.0
ACT,2023-01-05,151.0,205.0,77.0,5.0,205.0
WA,2023-01-05,979.0,954.0,240.0,7.0,954.0
AUS,2023-01-06,6720.0,7662.0,,,
TAS,2023-01-06,188.0,243.0,73.0,2.0,243.0
NSW,2023-01-06,2423.0,2782.0,1663.0,51.0,2001.0
SA,2023-01-06,683.0,663.0,190.0,8.0,663.0
ACT,2023-01-06,165.0,189.0,77.0,6.0,189.0
NT,2023-01-06,37.0,54.0,21.0,1.0,54.0
QLD,2023-01-06,1238.0,1301.0,498.0,12.0,1301.0
WA,2023-01-06,829.0,914.0,243.0,7.0,914.0
VIC,2023-01-06,1157.0,1518.0,614.0,29.0,1518.0
SA,2023-01-07,469.0,623.0,184.0,7.0,623.0
NT,2023-01-07,37.0,54.0,20.0,0.0,54.0
ACT,2023-01-07,122.0,176.0,78.0,6.0,176.0
WA,2023-01-07,817.0,906.0,245.0,7.0,906.0
TAS,2023-01-07,166.0,230.0,68.0,2.0,230.0
AUS,2023-01-07,5335.0,7380.0,,,
NSW,2023-01-07,1867.0,2658.0,1663.0,51.0,2137.0
VIC,2023-01-07,874.0,1440.0,595.0,28.0,1440.0
QLD,2023-01-07,983.0,1292.0,506.0,12.0,1292.0
ACT,2023-01-08,111.0,170.0,77.0,6.0,170.0
VIC,2023-01-08,875.0,1391.0,574.0,26.0,1391.0
WA,2023-01-08,702.0,914.0,248.0,8.0,914.0
SA,2023-01-08,453.0,606.0,179.0,7.0,606.0
AUS,2023-01-08,5055.0,7168.0,,,
NSW,2023-01-08,1867.0,2534.0,1663.0,51.0,2274.0
TAS,2023-01-08,135.0,218.0,64.0,2.0,218.0
NT,2023-01-08,41.0,55.0,19.0,0.0,55.0
QLD,2023-01-08,871.0,1281.0,514.0,12.0,1281.0
TAS,2023-01-09,206.0,216.0,60.0,2.0,216.0
NT,2023-01-09,67.0,56.0,18.0,0.0,56.0
AUS,2023-01-09,6135.0,7011.0,,,
ACT,2023-01-09,121.0,165.0,77.0,6.0,165.0
WA,2023-01-09,941.0,934.0,248.0,8.0,934.0
QLD,2023-01-09,1211.0,1278.0,498.0,12.0,1278.0
SA,2023-01-09,476.0,586.0,173.0,6.0,586.0
VIC,2023-01-09,1245.0,1367.0,556.0,25.0,1367.0
NSW,2023-01-09,1868.0,2411.0,1648.0,49.0,2411.0
ACT,2023-01-10,182.0,153.0,74.0,5.0,153.0
TAS,2023-01-10,201.0,198.0,57.0,2.0,198.0
VIC,2023-01-10,1150.0,1221.0,531.0,23.0,1221.0
WA,2023-01-10,813.0,893.0,248.0,9.0,893.0
SA,2023-01-10,422.0,558.0,167.0,6.0,558.0
NSW,2023-01-10,1720.0,2266.0,1613.0,48.0,2266.0
NT,2023-01-10,50.0,52.0,18.0,0.0,52.0
AUS,2023-01-10,5697.0,6544.0,,,
QLD,2023-01-10,1159.0,1203.0,477.0,10.0,1203.0
ACT,2023-01-11,167.0,146.0,70.0,4.0,146.0
SA,2023-01-11,403.0,506.0,162.0,6.0,506.0
VIC,2023-01-11,972.0,1129.0,495.0,21.0,1129.0
TAS,2023-01-11,164.0,184.0,53.0,2.0,184.0
NSW,2023-01-11,2490.0,2168.0,1573.0,46.0,2168.0
NT,2023-01-11,55.0,48.0,18.0,0.0,48.0
WA,2023-01-11,770.0,836.0,246.0,10.0,836.0
AUS,2023-01-11,5984.0,6124.0,,,
QLD,2023-01-11,963.0,1108.0,458.0,11.0,1108.0
VIC,2023-01-12,888.0,1023.0,472.0,20.0,1023.0
QLD,2023-01-12,891.0,1045.0,432.0,11.0,1045.0
NSW,2023-01-12,1860.0,2014.0,1532.0,44.0,2014.0
NT,2023-01-12,67.0,51.0,20.0,0.0,51.0
WA,2023-01-12,747.0,803.0,242.0,11.0,803.0
ACT,2023-01-12,144.0,145.0,68.0,3.0,145.0
TAS,2023-01-12,145.0,172.0,47.0,2.0,172.0
AUS,2023-01-12,5099.0,5718.0,,,
SA,2023-01-12,357.0,466.0,157.0,6.0,466.0
AUS,2023-01-13,4168.0,5353.0,,,
NT,2023-01-13,49.0,52.0,21.0,0.0,52.0
QLD,2023-01-13,720.0,971.0,432.0,11.0,971.0
WA,2023-01-13,619.0,773.0,241.0,12.0,773.0
ACT,2023-01-13,137.0,141.0,65.0,2.0,141.0
TAS,2023-01-13,127.0,163.0,45.0,2.0,163.0
NSW,2023-01-13,1359.0,1862.0,1485.0,42.0,1862.0
VIC,2023-01-13,798.0,972.0,448.0,19.0,972.0
SA,2023-01-13,359.0,420.0,151.0,6.0,420.0
WA,2023-01-14,491.0,726.0,239.0,12.0,726.0
ACT,2023-01-14,112.0,139.0,62.0,2.0,139.0
VIC,2023-01-14,516.0,921.0,426.0,19.0,921.0
AUS,2023-01-14,3309.0,5064.0,,,
NT,2023-01-14,46.0,54.0,22.0,0.0,54.0
NSW,2023-01-14,1269.0,1776.0,1485.0,42.0,1776.0
SA,2023-01-14,266.0,391.0,145.0,6.0,391.0
TAS,2023-01-14,100.0,154.0,45.0,2.0,154.0
QLD,2023-01-14,509.0,903.0,432.0,11.0,903.0
SA,2023-01-15,274.0,365.0,139.0,7.0,365.0
WA,2023-01-15,466.0,692.0,235.0,12.0,692.0
TAS,2023-01-15,108.0,150.0,44.0,2.0,150.0
QLD,2023-01-15,535.0,855.0,403.0,10.0,855.0
ACT,2023-01-15,81.0,135.0,60.0,1.0,135.0
VIC,2023-01-15,530.0,871.0,402.0,18.0,871.0
NSW,2023-01-15,1269.0,1691.0,1485.0,42.0,1691.0
NT,2023-01-15,35.0,53.0,24.0,0.0,53.0
AUS,2023-01-15,3298.0,4813.0,,,
VIC,2023-01-16,910.0,823.0,376.0,18.0,823.0
NSW,2023-01-16,1269.0,1605.0,1445.0,39.0,1605.0
ACT,2023-01-16,112.0,134.0,57.0,1.0,134.0
SA,2023-01-16,278.0,337.0,133.0,7.0,337.0
QLD,2023-01-16,907.0,812.0,373.0,9.0,812.0
AUS,2023-01-16,4209.0,4538.0,,,
TAS,2023-01-16,120.0,138.0,43.0,2.0,138.0
NT,2023-01-16,48.0,50.0,27.0,0.0,50.0
WA,2023-01-16,565.0,639.0,231.0,12.0,639.0
ACT,2023-01-17,99.0,122.0,55.0,1.0,122.0
AUS,2023-01-17,4090.0,4308.0,,,
QLD,2023-01-17,806.0,762.0,347.0,9.0,762.0
TAS,2023-01-17,125.0,127.0,41.0,2.0,127.0
NT,2023-01-17,44.0,49.0,28.0,0.0,49.0
SA,2023-01-17,273.0,316.0,128.0,7.0,316.0
WA,2023-01-17,574.0,605.0,228.0,11.0,605.0
NSW,2023-01-17,1513.0,1576.0,1405.0,38.0,1576.0
VIC,2023-01-17,656.0,753.0,356.0,17.0,753.0
QLD,2023-01-18,984.0,765.0,325.0,8.0,765.0
NSW,2023-01-18,1103.0,1377.0,1366.0,35.0,1377.0
ACT,2023-01-18,98.0,112.0,52.0,1.0,112.0
SA,2023-01-18,338.0,306.0,123.0,6.0,306.0
NT,2023-01-18,57.0,49.0,28.0,0.0,49.0
TAS,2023-01-18,99.0,118.0,40.0,2.0,118.0
AUS,2023-01-18,3801.0,3996.0,,,
VIC,2023-01-18,614.0,702.0,348.0,16.0,702.0
WA,2023-01-18,508.0,567.0,225.0,10.0,567.0
NSW,2023-01-19,1283.0,1295.0,1322.0,33.0,1295.0
NT,2023-01-19,39.0,45.0,27.0,0.0,45.0
WA,2023-01-19,472.0,528.0,223.0,8.0,528.0
ACT,2023-01-19,97.0,105.0,48.0,1.0,105.0
AUS,2023-01-19,3529.0,3772.0,,,
SA,2023-01-19,264.0,293.0,119.0,6.0,293.0
QLD,2023-01-19,725.0,741.0,310.0,7.0,741.0
TAS,2023-01-19,89.0,110.0,41.0,1.0,110.0
VIC,2023-01-19,560.0,655.0,340.0,16.0,655.0
NSW,2023-01-20,869.0,1225.0,1285.0,31.0,1225.0
ACT,2023-01-20,86.0,98.0,45.0,1.0,98.0
TAS,2023-01-20,110.0,107.0,42.0,1.0,107.0
SA,2023-01-20,209.0,272.0,114.0,6.0,272.0
QLD,2023-01-20,634.0,729.0,310.0,7.0,729.0
WA,2023-01-20,423.0,500.0,218.0,6.0,500.0
AUS,2023-01-20,2819.0,3579.0,,,
VIC,2023-01-20,470.0,608.0,325.0,15.0,608.0
NT,2023-01-20,18.0,41.0,27.0,0.0,41.0
AUS,2023-01-21,2341.0,3441.0,,,
TAS,2023-01-21,57.0,101.0,42.0,1.0,101.0
WA,2023-01-21,365.0,482.0,214.0,5.0,482.0
ACT,2023-01-21,66.0,91.0,40.0,1.0,91.0
NSW,2023-01-21,810.0,1159.0,1285.0,31.0,1159.0
QLD,2023-01-21,442.0,719.0,310.0,7.0,719.0
SA,2023-01-21,226.0,266.0,110.0,6.0,266.0
VIC,2023-01-21,360.0,586.0,312.0,15.0,586.0
NT,2023-01-21,15.0,37.0,27.0,1.0,37.0
QLD,2023-01-22,464.0,709.0,294.0,7.0,709.0
NSW,2023-01-22,810.0,1094.0,1285.0,31.0,1094.0
WA,2023-01-22,325.0,462.0,211.0,5.0,462.0
SA,2023-01-22,235.0,260.0,105.0,5.0,260.0
NT,2023-01-22,21.0,35.0,25.0,1.0,35.0
TAS,2023-01-22,39.0,91.0,42.0,1.0,91.0
VIC,2023-01-22,369.0,563.0,299.0,15.0,563.0
AUS,2023-01-22,2336.0,3304.0,,,
ACT,2023-01-22,73.0,90.0,34.0,1.0,90.0
AUS,2023-01-23,3171.0,3155.0,,,
VIC,2023-01-23,744.0,539.0,286.0,14.0,539.0
QLD,2023-01-23,738.0,685.0,283.0,7.0,685.0
SA,2023-01-23,260.0,258.0,100.0,5.0,258.0
ACT,2023-01-23,73.0,85.0,29.0,1.0,85.0
WA,2023-01-23,430.0,442.0,208.0,4.0,442.0
NSW,2023-01-23,812.0,1029.0,1249.0,31.0,1029.0
NT,2023-01-23,36.0,33.0,24.0,1.0,33.0
TAS,2023-01-23,78.0,85.0,42.0,1.0,85.0
ACT,2023-01-24,105.0,85.0,25.0,1.0,85.0
TAS,2023-01-24,82.0,79.0,43.0,1.0,79.0
NSW,2023-01-24,2070.0,1108.0,1220.0,29.0,1108.0
VIC,2023-01-24,527.0,521.0,269.0,13.0,521.0
AUS,2023-01-24,4180.0,3168.0,,,
QLD,2023-01-24,701.0,670.0,271.0,7.0,670.0
NT,2023-01-24,38.0,32.0,24.0,2.0,32.0
SA,2023-01-24,172.0,243.0,95.0,4.0,243.0
WA,2023-01-24,485.0,430.0,203.0,4.0,430.0
VIC,2023-01-25,431.0,494.0,247.0,12.0,494.0
QLD,2023-01-25,628.0,619.0,264.0,7.0,619.0
AUS,2023-01-25,3053.0,3061.0,,,
WA,2023-01-25,419.0,417.0,197.0,3.0,417.0
NT,2023-01-25,35.0,29.0,24.0,2.0,29.0
ACT,2023-01-25,91.0,84.0,22.0,1.0,84.0
SA,2023-01-25,219.0,226.0,91.0,4.0,226.0
NSW,2023-01-25,1184.0,1120.0,1194.0,28.0,1120.0
TAS,2023-01-25,46.0,72.0,42.0,1.0,72.0
TAS,2023-01-26,48.0,66.0,41.0,1.0,66.0
VIC,2023-01-26,334.0,462.0,223.0,11.0,462.0
SA,2023-01-26,190.0,216.0,87.0,4.0,216.0
NT,2023-01-26,22.0,26.0,23.0,2.0,26.0
NSW,2023-01-26,1105.0,1094.0,1179.0,27.0,1094.0
QLD,2023-01-26,465.0,582.0,253.0,8.0,582.0
ACT,2023-01-26,81.0,82.0,20.0,1.0,82.0
AUS,2023-01-26,2528.0,2918.0,,,
WA,2023-01-26,283.0,390.0,190.0,3.0,390.0
VIC,2023-01-27,440.0,458.0,208.0,11.0,458.0
NSW,2023-01-27,932.0,1103.0,1173.0,25.0,1103.0
QLD,2023-01-27,615.0,579.0,253.0,8.0,579.0
SA,2023-01-27,154.0,208.0,85.0,4.0,208.0
WA,2023-01-27,326.0,376.0,185.0,3.0,376.0
AUS,2023-01-27,2602.0,2887.0,,,
ACT,2023-01-27,49.0,77.0,19.0,1.0,77.0
TAS,2023-01-27,59.0,58.0,39.0,1.0,58.0
NT,2023-01-27,27.0,28.0,23.0,2.0,28.0
NT,2023-01-28,14.0,28.0,22.0,2.0,28.0
TAS,2023-01-28,30.0,55.0,37.0,1.0,55.0
VIC,2023-01-28,346.0,456.0,193.0,9.0,456.0
QLD,2023-01-28,426.0,577.0,253.0,8.0,577.0
AUS,2023-01-28,1954.0,2832.0,,,
WA,2023-01-28,98.0,338.0,182.0,3.0,338.0
SA,2023-01-28,154.0,198.0,81.0,4.0,198.0
ACT,2023-01-28,42.0,73.0,20.0,1.0,73.0
NSW,2023-01-28,844.0,1108.0,1173.0,25.0,1108.0
VIC,2023-01-29,356.0,454.0,175.0,8.0,454.0
TAS,2023-01-29,42.0,55.0,34.0,1.0,55.0
AUS,2023-01-29,2002.0,2784.0,,,
ACT,2023-01-29,50.0,70.0,20.0,1.0,70.0
QLD,2023-01-29,498.0,582.0,250.0,8.0,582.0
SA,2023-01-29,148.0,185.0,78.0,4.0,185.0
NSW,2023-01-29,844.0,1113.0,1173.0,25.0,1113.0
WA,2023-01-29,40.0,297.0,178.0,3.0,297.0
NT,2023-01-29,24.0,28.0,21.0,2.0,28.0
TAS,2023-01-30,50.0,51.0,31.0,1.0,51.0
SA,2023-01-30,257.0,185.0,77.0,4.0,185.0
VIC,2023-01-30,626.0,437.0,162.0,7.0,437.0
QLD,2023-01-30,713.0,578.0,247.0,10.0,578.0
NT,2023-01-30,27.0,27.0,19.0,2.0,27.0
AUS,2023-01-30,3312.0,2804.0,,,
NSW,2023-01-30,845.0,1118.0,1154.0,24.0,1118.0
WA,2023-01-30,725.0,339.0,174.0,2.0,339.0
ACT,2023-01-30,69.0,70.0,20.0,1.0,70.0
SA,2023-01-31,170.0,185.0,75.0,4.0,185.0
WA,2023-01-31,400.0,327.0,172.0,2.0,327.0
AUS,2023-01-31,3139.0,2656.0,,,
VIC,2023-01-31,509.0,435.0,154.0,7.0,435.0
ACT,2023-01-31,101.0,69.0,19.0,1.0,69.0
QLD,2023-01-31,702.0,578.0,243.0,13.0,578.0
TAS,2023-01-31,45.0,46.0,28.0,1.0,46.0
NSW,2023-01-31,1182.0,991.0,1131.0,23.0,991.0
NT,2023-01-31,30.0,26.0,16.0,2.0,26.0
VIC,2023-02-01,444.0,436.0,148.0,7.0,436.0
ACT,2023-02-01,41.0,62.0,18.0,1.0,62.0
WA,2023-02-01,322.0,313.0,169.0,2.0,313.0
SA,2023-02-01,224.0,185.0,75.0,5.0,185.0
AUS,2023-02-01,2932.0,2638.0,,,
NSW,2023-02-01,1146.0,985.0,1112.0,23.0,985.0
TAS,2023-02-01,50.0,46.0,26.0,1.0,46.0
NT,2023-02-01,22.0,24.0,15.0,2.0,24.0
QLD,2023-02-01,683.0,586.0,235.0,14.0,586.0
VIC,2023-02-02,422.0,449.0,142.0,6.0,449.0
NSW,2023-02-02,775.0,938.0,1086.0,22.0,938.0
NT,2023-02-02,22.0,24.0,14.0,1.0,24.0
WA,2023-02-02,235.0,307.0,167.0,2.0,307.0
AUS,2023-02-02,2319.0,2609.0,,,
TAS,2023-02-02,45.0,46.0,23.0,1.0,46.0
SA,2023-02-02,177.0,183.0,74.0,5.0,183.0
ACT,2023-02-02,69.0,60.0,17.0,1.0,60.0
QLD,2023-02-02,574.0,602.0,228.0,13.0,602.0
WA,2023-02-03,304.0,303.0,164.0,2.0,303.0
TAS,2023-02-03,38.0,43.0,22.0,1.0,43.0
ACT,2023-02-03,43.0,59.0,15.0,0.0,59.0
NSW,2023-02-03,837.0,925.0,1056.0,21.0,925.0
VIC,2023-02-03,374.0,440.0,137.0,6.0,440.0
SA,2023-02-03,181.0,187.0,72.0,5.0,187.0
AUS,2023-02-03,2248.0,2558.0,,,
NT,2023-02-03,36.0,25.0,14.0,1.0,25.0
QLD,2023-02-03,435.0,576.0,228.0,13.0,576.0
AUS,2023-02-04,1622.0,2511.0,,,
QLD,2023-02-04,90.0,528.0,228.0,13.0,528.0
NT,2023-02-04,18.0,26.0,14.0,1.0,26.0
SA,2023-02-04,144.0,186.0,71.0,5.0,186.0
VIC,2023-02-04,262.0,428.0,132.0,7.0,428.0
NSW,2023-02-04,822.0,922.0,1056.0,21.0,922.0
ACT,2023-02-04,46.0,60.0,13.0,0.0,60.0
WA,2023-02-04,203.0,318.0,159.0,2.0,318.0
TAS,2023-02-04,37.0,44.0,21.0,1.0,44.0
WA,2023-02-05,228.0,345.0,154.0,2.0,345.0
ACT,2023-02-05,42.0,59.0,11.0,0.0,59.0
VIC,2023-02-05,376.0,430.0,132.0,7.0,430.0
NSW,2023-02-05,822.0,918.0,1056.0,21.0,918.0
NT,2023-02-05,17.0,25.0,14.0,1.0,25.0
SA,2023-02-05,156.0,187.0,70.0,5.0,187.0
AUS,2023-02-05,2113.0,2526.0,,,
TAS,2023-02-05,31.0,42.0,20.0,2.0,42.0
QLD,2023-02-05,441.0,520.0,217.0,13.0,520.0
NSW,2023-02-06,822.0,915.0,1034.0,21.0,915.0
WA,2023-02-06,329.0,289.0,149.0,3.0,289.0
NT,2023-02-06,32.0,25.0,16.0,1.0,25.0
TAS,2023-02-06,50.0,42.0,19.0,2.0,42.0
AUS,2023-02-06,2785.0,2451.0,,,
ACT,2023-02-06,68.0,59.0,10.0,0.0,59.0
SA,2023-02-06,312.0,195.0,68.0,5.0,195.0
VIC,2023-02-06,564.0,422.0,130.0,7.0,422.0
QLD,2023-02-06,608.0,505.0,205.0,11.0,505.0
WA,2023-02-07,347.0,281.0,143.0,3.0,281.0
QLD,2023-02-07,643.0,496.0,196.0,9.0,496.0
ACT,2023-02-07,76.0,55.0,9.0,0.0,55.0
TAS,2023-02-07,72.0,46.0,18.0,2.0,46.0
SA,2023-02-07,219.0,202.0,66.0,4.0,202.0
AUS,2023-02-07,2804.0,2403.0,,,
NT,2023-02-07,27.0,25.0,17.0,1.0,25.0
NSW,2023-02-07,935.0,880.0,1024.0,21.0,880.0
VIC,2023-02-07,485.0,418.0,126.0,7.0,418.0
NSW,2023-02-08,1259.0,896.0,1007.0,22.0,896.0
AUS,2023-02-08,3119.0,2430.0,,,
VIC,2023-02-08,466.0,421.0,121.0,7.0,421.0
NT,2023-02-08,17.0,24.0,17.0,0.0,24.0
TAS,2023-02-08,69.0,49.0,18.0,2.0,49.0
ACT,2023-02-08,61.0,58.0,8.0,0.0,58.0
SA,2023-02-08,265.0,208.0,63.0,4.0,208.0
QLD,2023-02-08,628.0,488.0,191.0,7.0,488.0
WA,2023-02-08,354.0,286.0,138.0,3.0,286.0
TAS,2023-02-09,69.0,52.0,18.0,2.0,52.0
SA,2023-02-09,218.0,214.0,61.0,4.0,214.0
NSW,2023-02-09,945.0,920.0,987.0,23.0,920.0
WA,2023-02-09,328.0,299.0,133.0,2.0,299.0
VIC,2023-02-09,617.0,449.0,120.0,8.0,449.0
NT,2023-02-09,15.0,23.0,16.0,0.0,23.0
AUS,2023-02-09,2732.0,2489.0,,,
ACT,2023-02-09,64.0,57.0,8.0,0.0,57.0
QLD,2023-02-09,476.0,474.0,184.0,7.0,474.0
NSW,2023-02-10,794.0,914.0,967.0,24.0,914.0
NT,2023-02-10,15.0,20.0,16.0,0.0,20.0
VIC,2023-02-10,475.0,464.0,116.0,8.0,464.0
TAS,2023-02-10,45.0,53.0,17.0,2.0,53.0
ACT,2023-02-10,66.0,60.0,7.0,0.0,60.0
QLD,2023-02-10,567.0,493.0,184.0,7.0,493.0
WA,2023-02-10,264.0,293.0,127.0,2.0,293.0
AUS,2023-02-10,2475.0,2521.0,,,
SA,2023-02-10,249.0,223.0,60.0,4.0,223.0
QLD,2023-02-11,377.0,534.0,184.0,7.0,534.0
NSW,2023-02-11,736.0,902.0,967.0,24.0,902.0
SA,2023-02-11,83.0,215.0,59.0,4.0,215.0
AUS,2023-02-11,1873.0,2557.0,,,
TAS,2023-02-11,40.0,54.0,17.0,1.0,54.0
WA,2023-02-11,201.0,293.0,123.0,2.0,293.0
NT,2023-02-11,14.0,20.0,16.0,0.0,20.0
ACT,2023-02-11,63.0,63.0,7.0,0.0,63.0
VIC,2023-02-11,359.0,477.0,113.0,8.0,477.0
ACT,2023-02-12,50.0,64.0,7.0,0.0,64.0
NSW,2023-02-12,736.0,890.0,967.0,24.0,890.0
